,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율
0,수원남부경찰서,2017,0,9,395,3184,1417,0.44503768844221103,405665,102.4,0.09483597316671542,0.10707512596590293,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1027,0.08595269495766211,598246,0.093576221
1,수원남부경찰서,2017,1,9,395,2967,1426,0.4806201550387597,405665,102.4,0.09483597316671542,0.10707512596590293,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1027,0.028378095226356724,598246,0.093576221
2,수원남부경찰서,2018,0,9,395,3143,1378,0.438434616608336,406281,102.3,0.09102156717477149,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1028,0.09020603966220424,568278,0.09583447
3,수원남부경찰서,2018,1,9,395,2825,1374,0.4863716814159292,406281,102.3,0.09102156717477149,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1028,0.08615957920749433,568278,0.09583447
4,수원남부경찰서,2019,0,9,395,2589,1725,0.6662804171494786,404995,102.3,0.08729318691738011,0.10032625890339478,0.154875035597118,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1025,0.1037741206681564,509559,0.10010910666666667
5,수원남부경찰서,2019,1,9,395,2847,1380,0.48472075869336145,404995,102.3,0.08729318691738011,0.10032625890339478,0.154875035597118,0.15834009609987276,0.1716686447415855,0.167189580785293,0.1602495831227685,18728,0.04624254620427413,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1025,0.1007716144643761,509559,0.10010910666666667
6,수원서부경찰서,2017,0,7,258,1980,883,0.44595959595959594,405665,102.4,0.09483597316671542,0.10707512596590293,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1572,0.08595269495766211,598246,0.093576221
7,수원서부경찰서,2017,1,7,258,1759,849,0.4826606026151222,405665,102.4,0.09483597316671542,0.10707512596590293,0.1537474239849597,0.166348944450105,0.17818053633701345,0.1590161348106321,0.14075477651528848,16197,0.03992703338961951,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1572,0.028378095226356724,598246,0.093576221
8,수원서부경찰서,2018,0,7,258,1800,880,0.4888888888888889,406281,102.3,0.09102156717477149,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1574,0.09020603966220424,568278,0.09583447
9,수원서부경찰서,2018,1,7,258,1849,810,0.43807463493780424,406281,102.3,0.09102156717477149,0.1032790933696957,0.15468932421977236,0.1631752407816265,0.17421439840898295,0.1637126356716985,0.14986425651211846,17896,0.044048331081197496,348781,0.11076004713559512,0.08635791513872602,0.30959828660391475,0.12839288837408,0.28594447518643507,0.056419357705838336,0.022521295598097374,1574,0.08615957920749433,568278,0.09583447
